time,quote,title,author
08:55,George pulled out his watch and looked at it: it was five minutes to nine!,Three Men in a Boat,Jerome K Jerome
08:55,"At five minutes to nine, Jacques, in his gray butler's livery, came down the stairs and said, ""Young master, your Herr Papá is coming.""",The Radetzky March,Joseph Roth
08:57,"While the boy learnt the last lines of his Latin, and the doctor turned over the newspaper, the girl read a letter – evidently, from the large sprawling handwriting, the missive of some girlish correspondent. She was deep in it when, from one of the turrets of the Cathedral, a bell began to ring. At that, she glanced at her brother. ""There's Martin, Dick!"" she said. ""You'll have to hurry."" Many a long year before that, in one of the bygone centuries, a worthy citizen of Wrychester, Martin by name, had left a sum of money to the Dean and Chapter of the Cathedral on condition that as long as ever the Cathedral stood, they should cause to be rung a bell from its smaller bell-tower for three minutes before nine o'clock every morning, all the year round. What Martin's object had been no one now knew--but this bell served to remind young gentlemen going to offices, and boys going to school, that the hour of their servitude was near. And Dick Bewery, without a word, bolted half his coffee, snatched up his book, grabbed at a cap which lay with more books on a chair close by, and vanished through the open window.",The Paradise Mystery,J.S. Fletcher
09:00,"He was at breakfast at nine, and for the twentieth time consulted his ""Bradshaw,"" to see at what earliest hour Dr. Grantly could arrive from Barchester.",The Warden,Anthony Trollope
09:00,"It was Mrs. Poppets that woke me up next morning. She said: “Do you know that it’s nearly nine o’clock, sir?” “Nine o’ what?” I cried, starting up. “Nine o’clock,” she replied, through the keyhole. “I thought you was a- oversleeping yourselves.”",Three Men in a Boat,Jerome K Jerome
09:00,The clock struck nine when I did send the nurse; In half an hour she promised to return. Perchance she cannot meet him: that's not so.,Romeo and Juliet,Shakespeare
09:00,"Opening his window, Aschenbach thought he could smell the foul stench of the lagoon. A sudden despondency came over him. He considered leaving then and there. Once, years before, after weeks of a beautiful spring, he had been visited by this sort of weather and it so affected his health he had been obliged to flee. Was not the same listless fever setting in? The pressure in the temples, the heavy eyelids? Changing hotels again would be a nuisance, but if the wind failed to shift he could not possibly remain here. To be on the safe side, he did not unpack everything. At nine he went to breakfast in the specially designated buffet between the lobby and the dining room.",Death in Venice,Thomas Mann
09:00,"It was around nine o'clock that I crossed the border into Cornwall. This was at least three hours before the rain began and the clouds were still all of a brilliant white. In fact, many of the sights that greeted me this morning were among the most charming I have so far encountered. It was unfortunate, then, that I could not for much of the time give to them the attention they warranted; for one may as well declare it, one was in a condition of some preoccupation with the thought that - barring some unseen complication - one would be meeting Miss Kenton again before the day's end.",The Remains of the Day,Kazuo Ishiguro
09:00,"He [Time] won't stand beating. Now, if you only kept on good terms with him, he'd do almost anything you liked with the clock. For instance, suppose it were nine o'clock in the morning, just time to begin lessons: you'd only have to whisper a hint to Time, and round goes the clock in a twinkling! Half-past one, time for dinner!",Alice's Adventures in Wonderland,Lewis Carroll
09:00,"As nine o' clock was left behind, the preposterousness of the delay overwhelmed me, and I went in a kind of temper to the owner and said that I thought he should sign on another cook and weigh spars and be off.",A Single Pebble,John Hershey
09:00,"""On the third morning after their arrival, just as all the clocks in the city were striking nine individually, and somewhere about nine hundred and ninety-nine collectively, Sam was taking the air in George Yard, when a queer sort of fresh painted vehicle drove up, out of which there jumped with great agility, throwing the reins to a stout man who sat beside him, a queer sort of gentleman, who seemed made for the vehicle, and the vehicle for him.""",The Pickwick Papers,Charles Dickens
09:00,"Unreal City, Under the brown fog of a winter dawn, A crowd flowed over London Bridge, so many, I had not thought death had undone so many. Sighs, short and infrequent, were exhaled, And each man fixed his eyes before his feet. Flowed up the hill and down King William Street, To where Saint Mary Woolnoth kept the hours With a dead sound on the final stroke of nine.",The Waste Land,T S Eliot
09:00,"At nine o'clock, one morning late in July, Gatsby's gorgeous car lurched up the rocky drive to my door and gave out a burst of melody from its three-noted horn",The Great Gatsby,F. Scott Fitzgerald
09:00,"""At nine o'clock one morning late in July Gatsby's gorgeous car lurched up the rocky drive to my door and gave out a burst of melody from its three noted horn.""",The Great Gatsby,F. Scott Fitzgerald
09:00,9.00 a.m. School assembly,The Curious Incident of the Dog in the Night-time,Mark Haddon
09:00,To where Saint Mary Woolnoth kept the hours With a dead sound on the final stroke of nine.,The Waste Land,T S Eliot
09:00,'I could never get all the way down there before nine o'clock.',A Confederacy of Dunces,John Kennedy Toole
09:00,'Look. Ignatius. I'm beat. I've been on the road since nine o'clock yesterday morning.',A Confederacy of Dunces,John Kennedy Toole
09:00,14 June 9:00 am woke up,A fraction of the whole,Steve Toltz
09:00,"9am A fly buzzed, the wall clock began to strike. After the nine golden strokes faded, the district captain began. ""How is Herr Colonel Marek?"" ""Thank you, Papá, he's fine."" ""Still weak in geometry?"" ""Thank you, Papá, a little better."" ""Read any books?"" ""Yessir, Papá.""",The Radetzky March,Joseph Roth
09:00,'Look. Ignatius. I'm beat. I've been on the road since nine o'clock yesterday morning.',A Confederacy of Dunces,John Kennedy Toole
09:00,"Sometimes what I wouldn't give to have us sitting in a bar again at 9.00am telling lies to one another, far from God.",Jesus' Son,Denis Johnson
09:01,"9:01 am lay in bed, staring at ceiling",A fraction of the whole,Steve Toltz
09:02,"9:02 am lay in bed, staring at ceiling",A fraction of the whole,Steve Toltz
09:03,"9:03 am lay in bed, staring at ceiling",A fraction of the whole,Steve Toltz
09:03,"This isn't a very good start to the new school year."" I stared at her. What was she talking about? Why was she looking at her watch? I wasn't late. Okay, the school bell had rung as I was crossing the playground, but you always get five minutes to get to your classroom. ""It's three minutes past nine,"" Miss Beckworth announced. ""You're late.""",The Lottie Project,Jacqueline Wilson
09:04,"In the light of a narrow-beam lantern, Pierce checked his watch. It was 9.04. At 9.11, they swung the grating door open and entered the wine cellar proper.",The Great Train Robbery,Michael Crichton
09:04,"9:04 am lay in bed, staring at ceiling",A fraction of the whole,Steve Toltz
09:05,"9:05 am lay in bed, staring at ceiling",A fraction of the whole,Steve Toltz
09:05,"The tour of the office doesn't take that long. In fact, we're pretty much done by 9:05 a.m. Ed looks at everything twice and says it's all great, and gives me a list of contacts who might be helpful, then has to leave for his own office. And then, about an hour later, just as I'm elbow deep in rose stems and water and a hastily bought vase, Mum and Dad arrive, also bearing flowers, and a bottle of champagne, and a new box of paper clips, which is Dad's little joke. And even though I've only just showed the place to Ed, and even though it's just a room with a window and a pin board and two doors and two desks... I can't help feeling a buzz as I lead them around. It's mine. My space. My company.",Twenties Girl,Sophie Kinsella
